transaction_id,customer_id,store_id,product_id,transaction_date,channel,quantity,discount_pct,year_month
T0016414,C00237,S044,P0149,2025-08-11,InStore,1,0.0,2025-08
T0004817,C00076,S023,P0059,2025-08-11,InStore,2,0.0,2025-08
T0044208,C00153,S035,P0094,2025-08-11,InStore,2,0.0,2025-08
T0010170,C00171,S017,P0235,2025-08-11,Online,1,0.0,2025-08
T0020493,C00100,S011,P0072,2025-08-11,InStore,1,0.15,2025-08
T0047596,C00154,S037,P0040,2025-08-11,Online,1,0.05,2025-08
T0024074,C00005,S020,P0240,2025-08-11,Online,1,0.2,2025-08
T0043657,C00066,S037,P0240,2025-08-11,InStore,1,0.0,2025-08
T0020716,C00119,S039,P0049,2025-08-11,InStore,2,0.0,2025-08
T0028235,C00134,S003,P0184,2025-08-11,Mobile,1,0.0,2025-08
T0012536,C00240,S042,P0123,2025-08-11,InStore,1,0.0,2025-08
T0039985,C00200,S027,P0117,2025-08-11,InStore,2,0.05,2025-08
T0031325,C00113,S037,P0123,2025-08-11,Online,2,0.0,2025-08
T0042420,C00104,S035,P0190,2025-08-11,InStore,3,0.0,2025-08
T0017839,C00069,S023,P0063,2025-08-11,InStore,1,0.0,2025-08
T0040016,C00149,S011,P0218,2025-08-11,Mobile,1,0.0,2025-08
T0043851,C00164,S013,P0192,2025-08-11,InStore,1,0.0,2025-08
T0039904,C00241,S023,P0137,2025-08-11,Online,1,0.1,2025-08
T0016497,C00025,S043,P0116,2025-08-11,Online,1,0.0,2025-08
T0035595,C00087,S027,P0119,2025-08-11,InStore,1,0.0,2025-08
T0024290,C00093,S030,P0103,2025-08-11,Online,1,0.2,2025-08
T0008920,C00172,S038,P0116,2025-08-11,InStore,1,0.0,2025-08
T0000508,C00113,S002,P0245,2025-08-11,InStore,1,0.0,2025-08
T0039586,C00228,S018,P0045,2025-08-11,InStore,1,0.0,2025-08
T0043752,C00068,S048,P0128,2025-08-11,InStore,1,0.2,2025-08
T0012064,C00225,S042,P0154,2025-08-11,InStore,1,0.0,2025-08
T0019625,C00121,S044,P0016,2025-08-11,Online,1,0.0,2025-08
T0029135,C00113,S023,P0132,2025-08-11,Online,1,0.0,2025-08
T0039331,C00038,S029,P0013,2025-08-11,Online,1,0.0,2025-08
T0005775,C00185,S040,P0139,2025-08-11,Online,2,0.25,2025-08
T0020514,C00176,S019,P0173,2025-08-11,InStore,3,0.0,2025-08
T0042905,C00113,S049,P0003,2025-08-11,Online,1,0.05,2025-08
T0040809,C00207,S043,P0134,2025-08-11,Online,3,0.0,2025-08
T0049748,C00044,S041,P0105,2025-08-11,InStore,2,0.05,2025-08
T0020474,C00234,S016,P0119,2025-08-11,Online,1,0.0,2025-08
T0021019,C00185,S027,P0133,2025-08-11,Online,1,0.0,2025-08
T0024261,C00068,S010,P0141,2025-08-11,Online,1,0.0,2025-08
T0040529,C00187,S003,P0168,2025-08-11,InStore,2,0.0,2025-08
T0029671,C00139,S026,P0096,2025-08-11,InStore,2,0.0,2025-08
T0017931,C00211,S024,P0203,2025-08-11,Online,2,0.0,2025-08
T0036082,C00197,S037,P0004,2025-08-11,InStore,1,0.0,2025-08
T0001943,C00006,S041,P0139,2025-08-11,InStore,1,0.0,2025-08
T0016362,C00207,S029,P0166,2025-08-11,Online,2,0.0,2025-08
T0009032,C00203,S035,P0003,2025-08-11,InStore,1,0.0,2025-08
T0048229,C00029,S045,P0170,2025-08-11,Online,2,0.0,2025-08
T0001636,C00133,S047,P0050,2025-08-11,InStore,1,0.0,2025-08
T0015109,C00237,S003,P0037,2025-08-11,Mobile,1,0.0,2025-08
T0030509,C00048,S023,P0107,2025-08-11,InStore,1,0.0,2025-08
T0015129,C00129,S032,P0237,2025-08-11,InStore,1,0.0,2025-08
T0044761,C00109,S011,P0190,2025-08-11,InStore,1,0.0,2025-08
T0003175,C00112,S010,P0212,2025-08-11,InStore,2,0.0,2025-08
T0031060,C00053,S026,P0146,2025-08-11,InStore,1,0.0,2025-08
T0011959,C00233,S049,P0006,2025-08-11,Mobile,1,0.0,2025-08
T0044726,C00101,S039,P0113,2025-08-11,Mobile,1,0.0,2025-08
T0047959,C00100,S028,P0248,2025-08-11,Online,1,0.0,2025-08
T0017730,C00233,S017,P0015,2025-08-11,Online,1,0.15,2025-08
T0016417,C00143,S037,P0089,2025-08-11,InStore,1,0.0,2025-08
T0009950,C00228,S010,P0158,2025-08-11,InStore,1,0.0,2025-08
T0047919,C00105,S030,P0076,2025-08-11,Online,1,0.0,2025-08
T0035392,C00178,S008,P0237,2025-08-11,InStore,1,0.0,2025-08
T0006008,C00179,S003,P0222,2025-08-11,InStore,1,0.0,2025-08
T0014260,C00052,S001,P0215,2025-08-11,InStore,1,0.05,2025-08
T0006216,C00240,S010,P0181,2025-08-11,InStore,1,0.0,2025-08
T0017063,C00030,S027,P0026,2025-08-11,Online,1,0.1,2025-08
T0027148,C00216,S015,P0169,2025-08-11,InStore,2,0.0,2025-08
T0002942,C00169,S001,P0079,2025-08-11,InStore,1,0.0,2025-08
T0020357,C00200,S027,P0171,2025-08-11,InStore,1,0.0,2025-08
T0031511,C00071,S022,P0001,2025-08-11,Online,2,0.0,2025-08
T0012685,C00133,S046,P0033,2025-08-11,Online,1,0.0,2025-08
T0031362,C00186,S049,P0220,2025-08-11,Online,1,0.0,2025-08
T0049826,C00185,S024,P0168,2025-08-11,InStore,1,0.0,2025-08
T0035413,C00146,S024,P0152,2025-08-11,Online,2,0.05,2025-08
T0003200,C00068,S015,P0152,2025-08-11,InStore,2,0.0,2025-08
T0013679,C00038,S014,P0241,2025-08-11,InStore,1,0.0,2025-08
T0016297,C00189,S034,P0034,2025-08-11,InStore,2,0.0,2025-08
T0044259,C00197,S039,P0210,2025-08-11,InStore,2,0.0,2025-08
T0039829,C00153,S024,P0132,2025-08-11,InStore,1,0.0,2025-08
T0000167,C00023,S023,P0193,2025-08-11,Mobile,3,0.0,2025-08
T0047921,C00161,S001,P0199,2025-08-11,InStore,1,0.0,2025-08
T0010143,C00077,S003,P0087,2025-08-11,Online,1,0.0,2025-08
T0029110,C00121,S027,P0074,2025-08-11,Online,1,0.0,2025-08
T0018237,C00004,S030,P0240,2025-08-11,Online,1,0.0,2025-08
T0024717,C00149,S040,P0136,2025-08-11,InStore,1,0.3,2025-08
T0004497,C00034,S015,P0081,2025-08-11,InStore,1,0.0,2025-08
T0047383,C00189,S040,P0034,2025-08-11,InStore,1,0.2,2025-08
T0049405,C00006,S029,P0141,2025-08-11,Online,1,0.0,2025-08
T0007575,C00011,S037,P0045,2025-08-11,InStore,2,0.0,2025-08
T0049383,C00191,S021,P0097,2025-08-11,InStore,1,0.0,2025-08
T0015477,C00180,S005,P0012,2025-08-11,InStore,1,0.2,2025-08
T0048053,C00068,S048,P0014,2025-08-11,InStore,4,0.0,2025-08
T0018161,C00160,S010,P0194,2025-08-11,Online,3,0.0,2025-08
T0004918,C00176,S009,P0023,2025-08-11,Online,2,0.0,2025-08
T0048471,C00148,S048,P0187,2025-08-11,Online,1,0.0,2025-08
T0002531,C00186,S027,P0245,2025-08-11,Mobile,1,0.0,2025-08
T0015054,C00068,S010,P0176,2025-08-11,InStore,4,0.0,2025-08
T0029588,C00233,S045,P0172,2025-08-11,InStore,1,0.0,2025-08
T0028168,C00115,S030,P0151,2025-08-11,Online,2,0.2,2025-08
T0041780,C00100,S030,P0082,2025-08-11,Mobile,1,0.0,2025-08
T0024639,C00115,S011,P0084,2025-08-11,InStore,2,0.0,2025-08
T0044289,C00028,S043,P0101,2025-08-11,Online,2,0.0,2025-08
T0041688,C00153,S023,P0231,2025-08-11,InStore,1,0.0,2025-08
T0004462,C00224,S029,P0155,2025-08-11,Mobile,2,0.0,2025-08
T0000600,C00240,S018,P0169,2025-08-11,Mobile,1,0.0,2025-08
T0023833,C00072,S038,P0187,2025-08-11,Online,1,0.0,2025-08
T0011786,C00093,S006,P0019,2025-08-11,Online,1,0.0,2025-08
T0047555,C00033,S027,P0082,2025-08-11,Online,1,0.0,2025-08
T0031446,C00185,S040,P0233,2025-08-11,Mobile,2,0.0,2025-08
T0031447,C00093,S013,P0248,2025-08-11,InStore,1,0.0,2025-08
T0018072,C00119,S003,P0087,2025-08-11,InStore,2,0.0,2025-08
T0045015,C00201,S030,P0173,2025-08-11,Online,2,0.0,2025-08
T0028219,C00239,S005,P0182,2025-08-11,InStore,1,0.0,2025-08
T0039113,C00072,S006,P0169,2025-08-11,Mobile,2,0.1,2025-08
T0042861,C00060,S007,P0107,2025-08-11,Online,4,0.0,2025-08
T0044988,C00099,S003,P0154,2025-08-11,Online,2,0.15,2025-08
T0013371,C00010,S008,P0215,2025-08-11,Online,2,0.0,2025-08
T0008981,C00235,S037,P0020,2025-08-11,Online,1,0.0,2025-08
T0037116,C00158,S049,P0093,2025-08-11,Online,1,0.0,2025-08
T0025266,C00123,S016,P0211,2025-08-11,Mobile,1,0.0,2025-08
T0049520,C00107,S014,P0097,2025-08-11,Online,4,0.0,2025-08
T0017711,C00034,S015,P0116,2025-08-11,Mobile,1,0.0,2025-08
T0029240,C00172,S032,P0204,2025-08-11,InStore,2,0.0,2025-08
T0044948,C00131,S001,P0219,2025-08-11,Online,1,0.0,2025-08
T0002213,C00223,S018,P0217,2025-08-11,Mobile,1,0.2,2025-08
T0027152,C00194,S048,P0127,2025-08-11,InStore,1,0.0,2025-08
T0019753,C00122,S009,P0245,2025-08-11,InStore,1,0.0,2025-08
T0037209,C00222,S007,P0086,2025-08-12,InStore,1,0.05,2025-08
T0014551,C00084,S039,P0221,2025-08-12,Mobile,1,0.0,2025-08
T0006218,C00166,S023,P0124,2025-08-12,InStore,2,0.25,2025-08
T0047843,C00185,S021,P0238,2025-08-12,Online,1,0.15,2025-08
T0021999,C00214,S047,P0028,2025-08-12,Online,4,0.0,2025-08
T0042796,C00103,S008,P0176,2025-08-12,Online,2,0.0,2025-08
T0041586,C00186,S024,P0123,2025-08-12,Mobile,2,0.0,2025-08
T0026749,C00224,S004,P0099,2025-08-12,Online,2,0.0,2025-08
T0046587,C00070,S011,P0048,2025-08-12,InStore,1,0.0,2025-08
T0019997,C00009,S040,P0232,2025-08-12,InStore,2,0.0,2025-08
T0021883,C00002,S011,P0061,2025-08-12,InStore,1,0.0,2025-08
T0027988,C00205,S004,P0168,2025-08-12,Mobile,1,0.0,2025-08
T0022035,C00083,S002,P0241,2025-08-12,InStore,1,0.0,2025-08
T0033138,C00012,S001,P0139,2025-08-12,InStore,1,0.0,2025-08
T0027362,C00041,S042,P0219,2025-08-12,Online,1,0.0,2025-08
T0017104,C00007,S008,P0180,2025-08-12,Online,1,0.05,2025-08
T0005231,C00164,S013,P0140,2025-08-12,Online,3,0.0,2025-08
T0047936,C00241,S037,P0073,2025-08-12,Online,1,0.0,2025-08
T0026918,C00030,S003,P0033,2025-08-12,Online,1,0.0,2025-08
T0020352,C00232,S041,P0150,2025-08-12,InStore,1,0.0,2025-08
T0016040,C00061,S008,P0142,2025-08-12,Online,1,0.0,2025-08
T0019258,C00050,S016,P0079,2025-08-12,Online,1,0.25,2025-08
T0037878,C00123,S038,P0030,2025-08-12,InStore,3,0.2,2025-08
T0033881,C00005,S031,P0239,2025-08-12,Mobile,1,0.0,2025-08
T0034767,C00207,S041,P0095,2025-08-12,Mobile,3,0.0,2025-08
T0028912,C00114,S002,P0208,2025-08-12,InStore,2,0.25,2025-08
T0020429,C00028,S050,P0248,2025-08-12,Online,1,0.0,2025-08
T0047791,C00086,S044,P0033,2025-08-12,Online,1,0.0,2025-08
T0026774,C00176,S021,P0061,2025-08-12,Online,1,0.0,2025-08
T0048189,C00125,S049,P0110,2025-08-12,Mobile,3,0.15,2025-08
T0041724,C00010,S003,P0142,2025-08-12,InStore,1,0.0,2025-08
T0026700,C00201,S011,P0245,2025-08-12,Online,1,0.1,2025-08
T0034432,C00075,S018,P0162,2025-08-12,Mobile,1,0.0,2025-08
T0002891,C00007,S005,P0075,2025-08-12,Online,1,0.0,2025-08
T0009989,C00009,S044,P0181,2025-08-12,InStore,2,0.0,2025-08
T0002229,C00145,S005,P0187,2025-08-12,Mobile,2,0.0,2025-08
T0033400,C00047,S040,P0203,2025-08-12,InStore,2,0.25,2025-08
T0040870,C00056,S008,P0236,2025-08-12,InStore,4,0.05,2025-08
T0028060,C00192,S025,P0127,2025-08-12,InStore,1,0.0,2025-08
T0033389,C00007,S028,P0243,2025-08-12,Online,2,0.0,2025-08
T0011956,C00056,S034,P0031,2025-08-12,InStore,2,0.0,2025-08
T0009940,C00188,S041,P0090,2025-08-12,Online,1,0.0,2025-08
T0009206,C00020,S048,P0142,2025-08-12,InStore,1,0.0,2025-08
T0036900,C00246,S044,P0064,2025-08-12,Online,2,0.0,2025-08
T0019596,C00068,S015,P0036,2025-08-12,Mobile,1,0.25,2025-08
T0005125,C00010,S009,P0136,2025-08-12,Mobile,1,0.0,2025-08
T0007020,C00249,S027,P0203,2025-08-12,InStore,1,0.0,2025-08
T0041785,C00086,S027,P0081,2025-08-12,InStore,1,0.0,2025-08
T0019585,C00169,S001,P0055,2025-08-12,InStore,5,0.0,2025-08
T0021152,C00182,S048,P0238,2025-08-12,InStore,1,0.0,2025-08
T0012938,C00244,S030,P0183,2025-08-12,Mobile,1,0.1,2025-08
T0021014,C00226,S009,P0139,2025-08-12,InStore,3,0.1,2025-08
T0019533,C00147,S038,P0143,2025-08-12,InStore,2,0.0,2025-08
T0019508,C00250,S023,P0115,2025-08-12,Online,1,0.3,2025-08
T0021053,C00174,S025,P0163,2025-08-12,InStore,1,0.0,2025-08
T0028153,C00157,S001,P0045,2025-08-12,Online,1,0.0,2025-08
T0019546,C00088,S035,P0016,2025-08-12,InStore,1,0.3,2025-08
T0047333,C00001,S016,P0197,2025-08-12,Online,2,0.0,2025-08
T0016035,C00091,S012,P0133,2025-08-12,Online,1,0.0,2025-08
T0026498,C00114,S047,P0196,2025-08-12,InStore,1,0.05,2025-08
T0021072,C00210,S004,P0095,2025-08-12,Mobile,4,0.0,2025-08
T0042978,C00212,S027,P0069,2025-08-12,InStore,1,0.0,2025-08
T0033604,C00023,S044,P0033,2025-08-12,Online,1,0.0,2025-08
T0019471,C00034,S045,P0113,2025-08-12,InStore,3,0.0,2025-08
T0048174,C00037,S038,P0093,2025-08-12,InStore,2,0.0,2025-08
T0034564,C00232,S017,P0163,2025-08-12,InStore,1,0.0,2025-08
T0037096,C00105,S030,P0094,2025-08-12,Mobile,3,0.0,2025-08
T0047329,C00174,S048,P0070,2025-08-12,Mobile,1,0.0,2025-08
T0028692,C00081,S042,P0127,2025-08-12,Online,1,0.0,2025-08
T0000424,C00013,S024,P0103,2025-08-12,InStore,1,0.1,2025-08
T0033713,C00061,S001,P0108,2025-08-12,Online,2,0.0,2025-08
T0020645,C00025,S032,P0233,2025-08-12,Online,1,0.0,2025-08
T0019912,C00173,S031,P0113,2025-08-12,Online,1,0.0,2025-08
T0019827,C00192,S018,P0162,2025-08-12,InStore,1,0.0,2025-08
T0048320,C00234,S041,P0181,2025-08-12,InStore,1,0.15,2025-08
T0034633,C00077,S004,P0119,2025-08-12,Mobile,1,0.0,2025-08
T0041781,C00232,S018,P0083,2025-08-12,Online,1,0.0,2025-08
T0020606,C00210,S031,P0092,2025-08-12,Mobile,1,0.0,2025-08
T0036694,C00009,S037,P0235,2025-08-12,Mobile,1,0.0,2025-08
T0006689,C00146,S040,P0100,2025-08-12,InStore,2,0.05,2025-08
T0037300,C00242,S037,P0036,2025-08-12,Mobile,1,0.0,2025-08
T0042700,C00242,S022,P0204,2025-08-12,InStore,1,0.0,2025-08
T0004071,C00215,S027,P0224,2025-08-12,Online,4,0.0,2025-08
T0005179,C00093,S038,P0007,2025-08-12,Mobile,1,0.0,2025-08
T0001003,C00083,S020,P0241,2025-08-12,InStore,1,0.0,2025-08
T0033175,C00196,S031,P0159,2025-08-12,InStore,1,0.0,2025-08
T0029887,C00229,S049,P0203,2025-08-12,Online,1,0.0,2025-08
T0020031,C00053,S020,P0207,2025-08-12,InStore,1,0.0,2025-08
T0046781,C00164,S030,P0196,2025-08-12,Online,1,0.0,2025-08
T0021436,C00171,S019,P0007,2025-08-12,InStore,1,0.0,2025-08
T0020080,C00002,S013,P0149,2025-08-12,InStore,2,0.0,2025-08
T0034610,C00152,S039,P0046,2025-08-12,InStore,1,0.0,2025-08
T0021296,C00076,S044,P0026,2025-08-12,InStore,1,0.0,2025-08
T0042709,C00052,S008,P0101,2025-08-12,Mobile,1,0.0,2025-08
T0037696,C00003,S037,P0003,2025-08-12,InStore,1,0.3,2025-08
T0037386,C00191,S043,P0098,2025-08-12,Mobile,3,0.0,2025-08
T0047040,C00184,S048,P0046,2025-08-12,InStore,1,0.15,2025-08
T0042917,C00236,S018,P0199,2025-08-12,InStore,1,0.0,2025-08
T0017158,C00183,S007,P0041,2025-08-12,InStore,1,0.05,2025-08
T0047016,C00037,S038,P0132,2025-08-12,InStore,1,0.0,2025-08
T0012195,C00221,S028,P0100,2025-08-12,Online,1,0.0,2025-08
T0004734,C00185,S024,P0250,2025-08-12,Mobile,5,0.0,2025-08
T0013933,C00213,S048,P0024,2025-08-12,InStore,1,0.0,2025-08
T0009042,C00069,S040,P0211,2025-08-12,Mobile,1,0.0,2025-08
T0017090,C00062,S035,P0103,2025-08-12,InStore,1,0.0,2025-08
T0047640,C00242,S027,P0149,2025-08-12,InStore,2,0.0,2025-08
T0041292,C00102,S032,P0051,2025-08-12,Online,2,0.0,2025-08
T0008675,C00138,S010,P0191,2025-08-12,InStore,1,0.0,2025-08
T0042840,C00011,S033,P0199,2025-08-12,InStore,2,0.0,2025-08
T0019945,C00019,S006,P0083,2025-08-12,InStore,1,0.0,2025-08
T0041182,C00196,S002,P0243,2025-08-12,Mobile,1,0.0,2025-08
T0029352,C00162,S003,P0196,2025-08-12,InStore,1,0.0,2025-08
T0031800,C00229,S008,P0074,2025-08-12,InStore,3,0.0,2025-08
T0031746,C00056,S024,P0209,2025-08-12,InStore,1,0.0,2025-08
T0010629,C00016,S038,P0226,2025-08-12,InStore,1,0.0,2025-08
T0025592,C00097,S035,P0178,2025-08-12,Mobile,2,0.0,2025-08
T0006823,C00095,S037,P0067,2025-08-12,InStore,1,0.0,2025-08
T0012651,C00182,S033,P0068,2025-08-12,InStore,1,0.0,2025-08
T0001459,C00067,S004,P0179,2025-08-12,Online,2,0.0,2025-08
T0006938,C00229,S017,P0236,2025-08-12,InStore,2,0.0,2025-08
T0031633,C00164,S028,P0202,2025-08-12,Mobile,1,0.0,2025-08
T0025684,C00105,S038,P0165,2025-08-12,Mobile,2,0.0,2025-08
T0025331,C00139,S031,P0161,2025-08-12,Online,1,0.0,2025-08
T0032941,C00021,S028,P0070,2025-08-12,Online,1,0.0,2025-08
T0039468,C00016,S048,P0146,2025-08-12,Online,1,0.15,2025-08
T0043587,C00137,S014,P0222,2025-08-12,Online,1,0.0,2025-08
T0040108,C00132,S048,P0216,2025-08-12,Mobile,1,0.0,2025-08
T0035339,C00126,S044,P0013,2025-08-12,InStore,1,0.0,2025-08
T0045225,C00076,S037,P0189,2025-08-12,Online,1,0.0,2025-08
T0043815,C00168,S047,P0112,2025-08-12,InStore,1,0.0,2025-08
T0030575,C00197,S044,P0052,2025-08-12,InStore,1,0.0,2025-08
T0016613,C00163,S012,P0090,2025-08-12,Mobile,1,0.0,2025-08
T0043788,C00216,S042,P0123,2025-08-12,Online,1,0.0,2025-08
T0025554,C00100,S023,P0100,2025-08-12,InStore,3,0.0,2025-08
T0009559,C00234,S011,P0077,2025-08-12,InStore,1,0.0,2025-08
T0040151,C00034,S042,P0238,2025-08-12,InStore,2,0.0,2025-08
T0043476,C00208,S033,P0112,2025-08-12,InStore,2,0.0,2025-08
T0038595,C00226,S018,P0094,2025-08-12,InStore,3,0.0,2025-08
T0012764,C00188,S012,P0171,2025-08-12,InStore,2,0.05,2025-08
T0035591,C00172,S004,P0101,2025-08-12,Mobile,1,0.0,2025-08
T0023321,C00072,S011,P0221,2025-08-12,InStore,1,0.0,2025-08
T0002821,C00046,S031,P0149,2025-08-12,Mobile,2,0.2,2025-08
T0044227,C00098,S011,P0152,2025-08-12,Online,2,0.0,2025-08
T0043391,C00221,S031,P0237,2025-08-12,InStore,1,0.0,2025-08
T0024709,C00055,S049,P0175,2025-08-12,Online,1,0.0,2025-08
T0038690,C00202,S037,P0242,2025-08-12,Mobile,1,0.15,2025-08
T0009534,C00234,S006,P0224,2025-08-12,Online,2,0.0,2025-08
T0005527,C00064,S024,P0132,2025-08-12,InStore,1,0.0,2025-08
T0002443,C00067,S018,P0009,2025-08-12,InStore,1,0.0,2025-08
T0008043,C00007,S019,P0080,2025-08-12,InStore,1,0.0,2025-08
T0027089,C00200,S040,P0069,2025-08-12,Online,1,0.0,2025-08
T0024695,C00179,S026,P0058,2025-08-12,InStore,1,0.0,2025-08
T0045402,C00113,S025,P0132,2025-08-12,Online,1,0.0,2025-08
T0036345,C00239,S022,P0031,2025-08-12,Online,2,0.2,2025-08
T0014990,C00172,S046,P0038,2025-08-12,Online,3,0.0,2025-08
T0035213,C00100,S013,P0111,2025-08-12,Online,2,0.0,2025-08
T0015785,C00042,S019,P0003,2025-08-12,InStore,1,0.0,2025-08
T0023516,C00234,S028,P0078,2025-08-12,Mobile,2,0.0,2025-08
T0023517,C00162,S005,P0060,2025-08-12,InStore,1,0.0,2025-08
T0031833,C00214,S047,P0124,2025-08-12,Online,1,0.05,2025-08
T0023667,C00207,S002,P0183,2025-08-12,InStore,1,0.0,2025-08
T0038587,C00246,S035,P0155,2025-08-12,InStore,1,0.1,2025-08
T0010149,C00069,S034,P0166,2025-08-12,InStore,2,0.0,2025-08
T0044371,C00121,S037,P0058,2025-08-12,InStore,1,0.0,2025-08
T0024087,C00176,S012,P0214,2025-08-12,Online,1,0.0,2025-08
T0031076,C00075,S042,P0082,2025-08-12,Mobile,1,0.0,2025-08
T0013624,C00128,S033,P0028,2025-08-12,InStore,3,0.25,2025-08
T0044596,C00052,S020,P0123,2025-08-12,Mobile,1,0.0,2025-08
T0031302,C00056,S044,P0077,2025-08-12,InStore,1,0.0,2025-08
T0035513,C00071,S001,P0091,2025-08-12,InStore,1,0.1,2025-08
T0044854,C00188,S032,P0221,2025-08-12,Online,2,0.0,2025-08
T0002832,C00201,S016,P0197,2025-08-12,Mobile,2,0.0,2025-08
T0025418,C00109,S011,P0190,2025-08-12,Online,1,0.0,2025-08
T0044607,C00115,S030,P0198,2025-08-12,Mobile,1,0.1,2025-08
T0035719,C00093,S011,P0051,2025-08-12,Mobile,2,0.0,2025-08
T0017868,C00165,S038,P0029,2025-08-12,Online,2,0.0,2025-08
T0035644,C00048,S039,P0209,2025-08-12,InStore,1,0.0,2025-08
T0044794,C00171,S019,P0136,2025-08-12,InStore,1,0.0,2025-08
T0049643,C00124,S018,P0027,2025-08-12,Mobile,1,0.0,2025-08
T0011758,C00209,S004,P0032,2025-08-12,Mobile,1,0.15,2025-08
T0004425,C00191,S041,P0224,2025-08-12,InStore,1,0.0,2025-08
T0009727,C00085,S013,P0202,2025-08-12,InStore,1,0.05,2025-08
T0030521,C00142,S004,P0021,2025-08-12,Online,1,0.05,2025-08
T0044759,C00018,S021,P0018,2025-08-12,Online,1,0.0,2025-08
T0009845,C00172,S012,P0115,2025-08-12,Online,1,0.1,2025-08
T0007806,C00115,S011,P0148,2025-08-12,InStore,1,0.0,2025-08
T0012556,C00097,S027,P0007,2025-08-12,InStore,2,0.0,2025-08
T0024047,C00218,S010,P0015,2025-08-12,InStore,1,0.0,2025-08
T0031052,C00164,S011,P0181,2025-08-12,InStore,1,0.0,2025-08
T0039392,C00032,S001,P0157,2025-08-12,Online,1,0.0,2025-08
T0011619,C00165,S011,P0075,2025-08-12,InStore,3,0.0,2025-08
T0039434,C00097,S024,P0148,2025-08-12,Mobile,1,0.0,2025-08
T0025500,C00130,S010,P0202,2025-08-12,Online,1,0.0,2025-08
T0045151,C00059,S025,P0195,2025-08-12,InStore,4,0.0,2025-08
T0023790,C00223,S018,P0209,2025-08-12,InStore,1,0.0,2025-08
T0017537,C00140,S037,P0101,2025-08-12,Online,1,0.0,2025-08
T0041016,C00037,S016,P0075,2025-08-12,Mobile,1,0.0,2025-08
T0024457,C00084,S027,P0074,2025-08-12,Mobile,3,0.0,2025-08
T0001531,C00009,S024,P0150,2025-08-12,InStore,1,0.2,2025-08
T0039059,C00076,S023,P0136,2025-08-12,InStore,1,0.0,2025-08
T0031483,C00226,S007,P0169,2025-08-12,Online,1,0.2,2025-08
T0023826,C00213,S042,P0234,2025-08-12,InStore,1,0.0,2025-08
T0011343,C00048,S044,P0095,2025-08-12,InStore,2,0.0,2025-08
T0035440,C00032,S011,P0065,2025-08-12,Online,4,0.0,2025-08
T0000148,C00175,S032,P0239,2025-08-12,InStore,1,0.15,2025-08
T0041535,C00182,S025,P0233,2025-08-12,Mobile,2,0.0,2025-08
T0018097,C00088,S027,P0093,2025-08-12,InStore,1,0.0,2025-08
T0039099,C00075,S018,P0137,2025-08-12,InStore,1,0.0,2025-08
T0023941,C00066,S039,P0159,2025-08-12,Online,1,0.0,2025-08
T0035471,C00208,S004,P0078,2025-08-12,Online,1,0.0,2025-08
T0035472,C00036,S011,P0188,2025-08-12,InStore,1,0.0,2025-08
T0030465,C00048,S024,P0188,2025-08-12,InStore,1,0.0,2025-08
T0003324,C00070,S039,P0057,2025-08-12,InStore,2,0.0,2025-08
T0018147,C00216,S010,P0024,2025-08-12,Online,2,0.0,2025-08
T0025841,C00079,S041,P0007,2025-08-12,Mobile,1,0.3,2025-08
T0011395,C00150,S035,P0081,2025-08-12,InStore,1,0.0,2025-08
T0045601,C00152,S024,P0074,2025-08-12,Mobile,2,0.0,2025-08
T0001178,C00054,S042,P0108,2025-08-12,InStore,2,0.0,2025-08
T0018988,C00210,S050,P0005,2025-08-12,InStore,1,0.0,2025-08
T0029972,C00196,S029,P0004,2025-08-12,Mobile,3,0.0,2025-08
T0046250,C00150,S040,P0167,2025-08-12,InStore,1,0.05,2025-08
T0025097,C00237,S037,P0064,2025-08-12,Online,1,0.0,2025-08
T0013821,C00203,S040,P0097,2025-08-12,InStore,2,0.0,2025-08
T0005330,C00095,S023,P0071,2025-08-12,Online,1,0.0,2025-08
T0025069,C00065,S042,P0216,2025-08-12,InStore,1,0.0,2025-08
T0001196,C00114,S026,P0145,2025-08-12,InStore,1,0.0,2025-08
T0006855,C00141,S005,P0076,2025-08-12,InStore,2,0.0,2025-08
T0015457,C00059,S042,P0149,2025-08-12,InStore,1,0.0,2025-08
T0039675,C00079,S023,P0153,2025-08-12,InStore,1,0.0,2025-08
T0038263,C00113,S040,P0010,2025-08-12,InStore,3,0.0,2025-08
T0049914,C00115,S011,P0238,2025-08-12,Online,1,0.0,2025-08
T0046095,C00199,S016,P0230,2025-08-12,Mobile,1,0.0,2025-08
T0002266,C00102,S026,P0029,2025-08-12,InStore,1,0.15,2025-08
T0042211,C00151,S018,P0084,2025-08-12,Online,1,0.3,2025-08
T0032149,C00001,S006,P0235,2025-08-12,Mobile,1,0.0,2025-08
T0028398,C00209,S020,P0180,2025-08-12,InStore,1,0.2,2025-08
T0012725,C00087,S023,P0232,2025-08-12,Online,1,0.0,2025-08
T0032566,C00002,S013,P0008,2025-08-12,InStore,3,0.0,2025-08
T0025135,C00018,S009,P0240,2025-08-12,Online,1,0.0,2025-08
T0032696,C00242,S016,P0093,2025-08-12,Mobile,3,0.2,2025-08
T0022387,C00035,S048,P0080,2025-08-12,InStore,1,0.05,2025-08
T0036546,C00166,S040,P0182,2025-08-12,InStore,1,0.0,2025-08
T0046423,C00046,S014,P0106,2025-08-12,Online,1,0.15,2025-08
